repository_relative_path,onedrive_folder,size_bytes,sha256,upload_required,priority,public_release_note,upload_priority,priority_reason,onedrive_target_relative_path,source_exists,git_tracked,link_from_publication_page,required_before_submission
publications/hg-msa-tc-future-transportation/reproducibility/artifact_manifest.csv,08_reproducibility_configs_and_manifests/,32065,94d9097c530c004321058bc1bcb6d7c76dfba306085b200692ca96c78b135719,true,medium,github_and_onedrive,P0,compact publication artifact suitable for both GitHub and OneDrive,08_reproducibility_configs_and_manifests/publications/hg-msa-tc-future-transportation/reproducibility/artifact_manifest.csv,true,true,false,true
publications/hg-msa-tc-future-transportation/reproducibility/experiment_registry.yaml,99_misc_review/,8882,b849111797741b0b3335b3f6c5b24c5196003f9f510e5e3dbd71e644ada94ffd,false,medium,review_before_release,P3,not marked for upload in Task 15 manifest,99_misc_review/publications/hg-msa-tc-future-transportation/reproducibility/experiment_registry.yaml,true,true,false,false
publications/hg-msa-tc-future-transportation/reproducibility/sha256sums.txt,99_misc_review/,17795,57b7f92b1270ac40b88302f8209399a39b65f70a35f2859825c222c09f0706cb,false,medium,review_before_release,P3,not marked for upload in Task 15 manifest,99_misc_review/publications/hg-msa-tc-future-transportation/reproducibility/sha256sums.txt,true,true,false,false
publications/hg-msa-tc-future-transportation/requirements-annotation.txt,99_misc_review/,183,b361e087245b3b16b0c9fa31f3455e47e42603d4145127f1580e1c817b3fc4c2,false,medium,review_before_release,P3,not marked for upload in Task 15 manifest,99_misc_review/publications/hg-msa-tc-future-transportation/requirements-annotation.txt,true,true,false,false
publications/hg-msa-tc-future-transportation/requirements-reference-labels.txt,99_misc_review/,79,414ea0b9aa90a283ccbba501bbbde26f851591837a2aed31a6bb3c6704ca10ef,false,medium,review_before_release,P3,not marked for upload in Task 15 manifest,99_misc_review/publications/hg-msa-tc-future-transportation/requirements-reference-labels.txt,true,true,false,false
publications/hg-msa-tc-future-transportation/results/baselines/independent_test/baseline_assignment_manifest.json,06_publication_results_and_docs/,986,d158915d613ed4ae3c50f9efebc4ee5ae8db53a90ae20edae3c31927d53deaf2,true,high,github_and_onedrive,P0,compact publication artifact suitable for both GitHub and OneDrive,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/baselines/independent_test/baseline_assignment_manifest.json,true,true,false,true
publications/hg-msa-tc-future-transportation/results/baselines/independent_test/baseline_assignments.parquet,06_publication_results_and_docs/,553711,d93d4dfd6e59272078c2d555c18aa1b38bafe0f5211275eb335a2c2a84ac8be1,true,high,github_and_onedrive,P0,compact publication artifact suitable for both GitHub and OneDrive,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/baselines/independent_test/baseline_assignments.parquet,true,true,false,true
publications/hg-msa-tc-future-transportation/results/baselines/independent_test/baseline_candidate_trials.csv,06_publication_results_and_docs/,49034,ce66fb054bc26aad634d7888a987daa7e7f74d4d2a5fccf2304938d6c03d5bd8,true,high,github_and_onedrive,P0,compact publication artifact suitable for both GitHub and OneDrive,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/baselines/independent_test/baseline_candidate_trials.csv,true,true,false,true
publications/hg-msa-tc-future-transportation/results/baselines/independent_test/baseline_cluster_mapping.csv,06_publication_results_and_docs/,59937,57cc1551239712ec445f9df46c23f43ac27098e57b9da36606d385829f306ee1,true,high,github_and_onedrive,P0,compact publication artifact suitable for both GitHub and OneDrive,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/baselines/independent_test/baseline_cluster_mapping.csv,true,true,false,true
publications/hg-msa-tc-future-transportation/results/baselines/independent_test/baseline_comparison_to_hg_smg.csv,06_publication_results_and_docs/,3228,ec01faa515ec252649e1d545c026d2b8514cd5a1d99a3be8b13395f022855f55,true,high,github_and_onedrive,P0,compact publication artifact suitable for both GitHub and OneDrive,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/baselines/independent_test/baseline_comparison_to_hg_smg.csv,true,true,false,true
publications/hg-msa-tc-future-transportation/results/baselines/independent_test/baseline_evaluation_access_log.json,06_publication_results_and_docs/,358,c77e17422fcb4d33fb83e0b4cb76f2f935945ba1c11a3fc14fc349e0b1652898,true,high,github_and_onedrive,P0,compact publication artifact suitable for both GitHub and OneDrive,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/baselines/independent_test/baseline_evaluation_access_log.json,true,true,false,true
publications/hg-msa-tc-future-transportation/results/baselines/independent_test/baseline_evaluation_manifest.json,06_publication_results_and_docs/,893,2866f39332fc37aed4655c67c27c8924f63c27e0e9b558db47a3c9466e61ecb7,true,high,github_and_onedrive,P0,compact publication artifact suitable for both GitHub and OneDrive,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/baselines/independent_test/baseline_evaluation_manifest.json,true,true,false,true
publications/hg-msa-tc-future-transportation/results/baselines/independent_test/baseline_metrics.csv,06_publication_results_and_docs/,25560,0f304965827a961dae8fd73c6d22c3f3db4c5995a76fd506cc5c0927f3003d30,true,high,github_and_onedrive,P0,compact publication artifact suitable for both GitHub and OneDrive,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/baselines/independent_test/baseline_metrics.csv,true,true,false,true
publications/hg-msa-tc-future-transportation/results/baselines/independent_test/baseline_per_movement_metrics.csv,06_publication_results_and_docs/,70179,d2a235b38b2fa9f94f2b3ace5957136436743a18790a20ad7d9e9a3c2a25abff,true,high,github_and_onedrive,P0,compact publication artifact suitable for both GitHub and OneDrive,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/baselines/independent_test/baseline_per_movement_metrics.csv,true,true,false,true
publications/hg-msa-tc-future-transportation/results/baselines/independent_test/baseline_runtime_summary.csv,06_publication_results_and_docs/,4761,ee7acd895d95a2bf0e9889721c2c20f042753b65cc33db66d254b98572e9f527,true,high,github_and_onedrive,P0,compact publication artifact suitable for both GitHub and OneDrive,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/baselines/independent_test/baseline_runtime_summary.csv,true,true,false,true
publications/hg-msa-tc-future-transportation/results/baselines/independent_test/baseline_selected_configurations.csv,06_publication_results_and_docs/,28805,0fe42e9e6e754b613a11898ebd596272fc38c1a8d37ea972a01a7b85fe628623,true,high,github_and_onedrive,P0,compact publication artifact suitable for both GitHub and OneDrive,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/baselines/independent_test/baseline_selected_configurations.csv,true,true,false,true
publications/hg-msa-tc-future-transportation/results/baselines/independent_test/data_access_log.jsonl,06_publication_results_and_docs/,2555,4cb75ba840bd8294b404397949173d755a5687081c6215d48af8db9c29126d22,true,high,github_and_onedrive,P0,compact publication artifact suitable for both GitHub and OneDrive,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/baselines/independent_test/data_access_log.jsonl,true,true,false,true
publications/hg-msa-tc-future-transportation/results/baselines/independent_test/oracle_reference_diagnostic.csv,06_publication_results_and_docs/,814,f3344275350802ed2dc94b4a9966d726897d9ed4ce855c7834ac1a2b9c18059c,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/baselines/independent_test/oracle_reference_diagnostic.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/development/data_access_log.jsonl,06_publication_results_and_docs/,5970,a135dbe77e1b238cd54435eeb7a1cffe888f9d488cf4970ec51f38e74577a7e7,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/development/data_access_log.jsonl,true,true,false,false
publications/hg-msa-tc-future-transportation/results/development/frozen_selection_manifest.json,06_publication_results_and_docs/,539,65c70bb5f3bb89434df214af1b662159d074d77a339ef54e2dd2c62bccc797db,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/development/frozen_selection_manifest.json,true,true,false,false
publications/hg-msa-tc-future-transportation/results/development/model_selection_candidates.csv,06_publication_results_and_docs/,151470,c9243c0adb3135d327b4bbaaa3944feefe4b891289a51490fc5ad38734418469,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/development/model_selection_candidates.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/development/model_selection_provenance.json,06_publication_results_and_docs/,3217,338d096d557d1d08fb3c1eccf05ecfe4cc13900b74492c8e145d71049cd4d825,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/development/model_selection_provenance.json,true,true,false,false
publications/hg-msa-tc-future-transportation/results/development/sampling_benchmark.csv,06_publication_results_and_docs/,474,1ab6d933bbfb8d1e0439f029691c57d1d78eb1ab7d8318050bc8d949f432111e,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/development/sampling_benchmark.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/development/selected_configurations.csv,06_publication_results_and_docs/,21088,e57e82e282dc888f556090e289a8e845cebce2bb653d9aac1dd9a978d9c76d2f,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/development/selected_configurations.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/development/synthetic_test_smoke/synthetic_transductive_assignments.csv,06_publication_results_and_docs/,1736,0cd3f6710c2661b251c7ae08e525f416f3ec3aaefe011dac31fdf7dc11ce03f5,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/development/synthetic_test_smoke/synthetic_transductive_assignments.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/development/synthetic_test_smoke/synthetic_transductive_assignments_provenance.json,06_publication_results_and_docs/,216,8642ab90c46ac72dc4f5ee82ce7765498d1ae2dbca3c5f40b7669a8633dca823,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/development/synthetic_test_smoke/synthetic_transductive_assignments_provenance.json,true,true,false,false
publications/hg-msa-tc-future-transportation/results/development/target_candidates.csv,06_publication_results_and_docs/,2520,b9510562e8cecf1533f75ff5547492e532a6c93499b186d5ba6e484fdb18f935,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/development/target_candidates.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/development/target_estimates.csv,06_publication_results_and_docs/,1519,57664aa66e2f902853e304c1cd2a85d6d68e16836a7cca42de38aeca322d80f0,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/development/target_estimates.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/development/target_estimation_provenance.json,06_publication_results_and_docs/,4912,6fbfd74605a4ebaaba7e0b39287ed9af6d20a26e1d7a48539e26bda096b7dd0b,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/development/target_estimation_provenance.json,true,true,false,false
publications/hg-msa-tc-future-transportation/results/development/target_od_support_counts.csv,06_publication_results_and_docs/,3287,91998c74708d479fb40ccc18b84fac28a36194345443c300c1e37b8e1e45611c,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/development/target_od_support_counts.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/development/target_region_candidates.csv,06_publication_results_and_docs/,5598,4ec450ab8909975354a194f726b1e6ae38fb6fd5a0bd7ca6e7aa6f758014b207,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/development/target_region_candidates.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/emas/emas_analysis_manifest.json,06_publication_results_and_docs/,665,c715e8a87844f2e0bc1aaa8180cefee49badbb081f70799edf215cf85cdb2b77,true,high,github_and_onedrive,P0,compact publication artifact suitable for both GitHub and OneDrive,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/emas/emas_analysis_manifest.json,true,true,false,true
publications/hg-msa-tc-future-transportation/results/emas/emas_candidate_score_sensitivity.csv,06_publication_results_and_docs/,63525,548ced6ffd882d0d9a63885316520ca7e7049bb3692ed1e1acce1149dff1c917,true,high,github_and_onedrive,P0,compact publication artifact suitable for both GitHub and OneDrive,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/emas/emas_candidate_score_sensitivity.csv,true,true,false,true
publications/hg-msa-tc-future-transportation/results/emas/emas_component_analysis.csv,06_publication_results_and_docs/,41994,01a6fb87b464ee30207cb460510fdc0661968252c11e6ec1e57949250135b74a,true,high,github_and_onedrive,P0,compact publication artifact suitable for both GitHub and OneDrive,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/emas/emas_component_analysis.csv,true,true,false,true
publications/hg-msa-tc-future-transportation/results/emas/emas_global_weight_sample.csv,06_publication_results_and_docs/,118006,c9219e0394198a352379a94be62d0f43d17b04b74a420261a45dc91361b57c76,true,high,github_and_onedrive,P0,compact publication artifact suitable for both GitHub and OneDrive,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/emas/emas_global_weight_sample.csv,true,true,false,true
publications/hg-msa-tc-future-transportation/results/emas/emas_local_weight_grid.csv,06_publication_results_and_docs/,28980,e46723e26a0e3fae68228841775bbd16e55115be65f2c2beae7488a1b2ef6224,true,high,github_and_onedrive,P0,compact publication artifact suitable for both GitHub and OneDrive,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/emas/emas_local_weight_grid.csv,true,true,false,true
publications/hg-msa-tc-future-transportation/results/emas/emas_margin_analysis.csv,06_publication_results_and_docs/,90356,2480b4df1798b7169d1ac9e6fd8af3b3246d803f124ff93a0cca0f3d78fab709,true,high,github_and_onedrive,P0,compact publication artifact suitable for both GitHub and OneDrive,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/emas/emas_margin_analysis.csv,true,true,false,true
publications/hg-msa-tc-future-transportation/results/emas/emas_named_scenario_results.csv,06_publication_results_and_docs/,370538,542f929f5d3f2cdfe1ede85405945a120d32600f7fbb4067d9406a83ac9a9416,true,high,github_and_onedrive,P0,compact publication artifact suitable for both GitHub and OneDrive,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/emas/emas_named_scenario_results.csv,true,true,false,true
publications/hg-msa-tc-future-transportation/results/emas/emas_rank_stability.csv,06_publication_results_and_docs/,6143,464e7bcf122d0f74431c8dc9276f5fe98861be2bbe6ff3c4cdeda1af1e0e60e2,true,high,github_and_onedrive,P0,compact publication artifact suitable for both GitHub and OneDrive,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/emas/emas_rank_stability.csv,true,true,false,true
publications/hg-msa-tc-future-transportation/results/emas/emas_reproduction_check.csv,06_publication_results_and_docs/,94300,69f95d4a984c1345334e573bd99ff39742a3344e4b2c046f7ea7c90bbbd68b94,true,high,github_and_onedrive,P0,compact publication artifact suitable for both GitHub and OneDrive,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/emas/emas_reproduction_check.csv,true,true,false,true
publications/hg-msa-tc-future-transportation/results/emas/emas_weight_grid_results.csv,06_publication_results_and_docs/,6987010,75062597ed44813da68d7b8c8df0ea22b74158de4e99d92f76a5e48c56215ac7,true,high,github_and_onedrive,P0,compact publication artifact suitable for both GitHub and OneDrive,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/emas/emas_weight_grid_results.csv,true,true,false,true
publications/hg-msa-tc-future-transportation/results/emas/task_06_input_manifest.json,06_publication_results_and_docs/,1957,36897b0c2ce0e4071b62a348e9e9d7f388001630557da6d258acc9ee948167bb,true,high,github_and_onedrive,P0,compact publication artifact suitable for both GitHub and OneDrive,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/emas/task_06_input_manifest.json,true,true,false,true
publications/hg-msa-tc-future-transportation/results/final_synthesis/final_figure_manifest.csv,06_publication_results_and_docs/,1013,3b7a454037577d4c8b35aec999a4833b86699eba256dbe576dfb2cfcac5afe80,true,high,github_and_onedrive,P0,final synthesis result table,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/final_synthesis/final_figure_manifest.csv,true,true,false,true
publications/hg-msa-tc-future-transportation/results/final_synthesis/final_method_comparison.csv,06_publication_results_and_docs/,50906,5a3e5012ae282fef89360023bb5077e32a2ea597767b99f3d2f3539cec0bea39,true,high,github_and_onedrive,P0,final synthesis result table,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/final_synthesis/final_method_comparison.csv,true,true,false,true
publications/hg-msa-tc-future-transportation/results/final_synthesis/final_synthesis_manifest.json,06_publication_results_and_docs/,1617,bc5a0f321799e46b69041e50453319fba771d8b8e57d9d0b09628c9ba767effd,true,high,github_and_onedrive,P0,final synthesis result table,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/final_synthesis/final_synthesis_manifest.json,true,true,false,true
publications/hg-msa-tc-future-transportation/results/final_synthesis/paired_scene_difference_summary.csv,06_publication_results_and_docs/,3034,04950a0fe3901fa12e10a332fd092a18e7728d4f34cbbc93efa5592f93b7ad28,true,high,github_and_onedrive,P0,final synthesis result table,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/final_synthesis/paired_scene_difference_summary.csv,true,true,false,true
publications/hg-msa-tc-future-transportation/results/final_synthesis/paired_scene_differences.csv,06_publication_results_and_docs/,7884,a12b196e576e1d51fd3c606e6a9dd1c83c77313c111f3ace840107d37d0aa382,true,high,github_and_onedrive,P0,final synthesis result table,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/final_synthesis/paired_scene_differences.csv,true,true,false,true
publications/hg-msa-tc-future-transportation/results/hg_smg/development/a2_targets.csv,06_publication_results_and_docs/,163,b2dfc4d0617471b30182fd81606d0355124dceb26853dc2886a994fe5efbd39d,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/development/a2_targets.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/hg_smg/development/a8_protocol_status.csv,06_publication_results_and_docs/,441,1e23fa863b6f578e06f3f5b2c16872109ff049af0dc73d78bb6be7a49f3468ca,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/development/a8_protocol_status.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/hg_smg/development/ablation_development_summary.csv,06_publication_results_and_docs/,1025,9d310233d8e3739fa6944c8ba167f0a001ccc21078024a3ab807c89eed10366f,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/development/ablation_development_summary.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/hg_smg/development/ablation_selected_configurations.csv,06_publication_results_and_docs/,74654,457ff2a0f48fce1938eb0d0cc8257136c386b3b7f2a47be3d25a68b4eb63312a,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/development/ablation_selected_configurations.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/hg_smg/development/determinism_hash_comparison.csv,06_publication_results_and_docs/,1003,f00d17c62bb3adc569b944022a499a98e34324a64441f3ebeb2f047f15c31a0d,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/development/determinism_hash_comparison.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/hg_smg/development/determinism_summary.json,06_publication_results_and_docs/,353,ab4a63cd50eec2fb23d2f9d715ea1f5ef3eeaba7c568e801177a683948b51284,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/development/determinism_summary.json,true,true,false,false
publications/hg-msa-tc-future-transportation/results/hg_smg/development/development_input_provenance.json,06_publication_results_and_docs/,2104,2734cd188c6e76c02cbfbdc011f49ce2feee8687290392abefa83c35c2f1c848,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/development/development_input_provenance.json,true,true,false,false
publications/hg-msa-tc-future-transportation/results/hg_smg/development/development_result_manifest.json,06_publication_results_and_docs/,5555,fad699c0bff6f0e8ed8c59a4febd6947227b35b17a2a940bed2567e6ab1f7636,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/development/development_result_manifest.json,true,true,false,false
publications/hg-msa-tc-future-transportation/results/hg_smg/development/development_sha256sums.txt,06_publication_results_and_docs/,3805,d2a75f9f3eb27573701b1de288a15457be8b5b18ba178440dd45b99effd9ab80,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/development/development_sha256sums.txt,true,true,false,false
publications/hg-msa-tc-future-transportation/results/hg_smg/development/emd_reproduction.csv,06_publication_results_and_docs/,548,20b56f1e99fef53e46052c2710c2bcf3af13df9768b40615f4e7e4b750ec8bfa,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/development/emd_reproduction.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/hg_smg/development/pcms_candidates.csv,06_publication_results_and_docs/,155532,7e8fe88d51b483152ff74c6577b8bcf8e2ed0d3825ca57e8ded3daed6331612c,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/development/pcms_candidates.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/hg_smg/development/pcms_selected_configurations.csv,06_publication_results_and_docs/,12093,10628f2fae1a4731e27604135363491acc95f118802058c7d68c6a0e9873138f,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/development/pcms_selected_configurations.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/hg_smg/development/pcms_selection_provenance.json,06_publication_results_and_docs/,565,5323d7de4c0fd2a1043d28135617b0ab39b4dd9d6be105a3011a52b6af4c025d,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/development/pcms_selection_provenance.json,true,true,false,false
publications/hg-msa-tc-future-transportation/results/hg_smg/development/preregistered_sensitivity_summary.csv,06_publication_results_and_docs/,3420,73bce7f1dd38b2fc1cc1239d964c9cbe04c5bd42689493eca91505fb14e15a54,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/development/preregistered_sensitivity_summary.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/hg_smg/development/sac_merge_trace.csv,06_publication_results_and_docs/,3717,16a194d83ac980fbb5622e4137206650c12f361aefbbfc2fcea670e59ce80fbb,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/development/sac_merge_trace.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/hg_smg/development/sac_microregion_descriptors.csv,06_publication_results_and_docs/,91027,ed41b67309389cdd03abbc6a9bf33965a465a9aade1fab1c1bd5755e52b5336d,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/development/sac_microregion_descriptors.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/hg_smg/development/sac_pairwise_compatibility.csv,06_publication_results_and_docs/,110503,56ef2f8f644f9869334f75997e2eb0a3732578ad6b9e343b9305000e794f93dc,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/development/sac_pairwise_compatibility.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/hg_smg/development/sac_structural_diagnostics.csv,06_publication_results_and_docs/,2389,c5842542abbb0f47a681a8c93a52546b2f57e38ac8c2b0cf0cc8dd416201a8d9,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/development/sac_structural_diagnostics.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/hg_smg/development/sac_supernode_assignments.csv,06_publication_results_and_docs/,18262,af480c62e2950e92d897b0134dc2ab0a188c7fd5ae54c183453b52ed875ce9b4,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/development/sac_supernode_assignments.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/hg_smg/development/sac_supernodes.csv,06_publication_results_and_docs/,29274,a2062026774601e525bb52cf98b1c060d33502f7f6332d592eaa2007ae7f563d,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/development/sac_supernodes.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/hg_smg/development/smg_edges.csv,06_publication_results_and_docs/,38784,eb9ff5fa336a66fa3f13773680205633110a0a958f031e72d468955ceb3bfa08,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/development/smg_edges.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/hg_smg/development/smg_targets.csv,06_publication_results_and_docs/,3387,68c1eb2d04367bdb2ae516f1ebb4210e518c6c89805fcb17076c2f376c93c967,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/development/smg_targets.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/hg_smg/development/smg_threshold_candidates.csv,06_publication_results_and_docs/,19965,52f1cc532c099ba44076b9f0d4ce7be6bdf159f3afe36d4959eef52402f37e38,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/development/smg_threshold_candidates.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/hg_smg/development/uatp_bootstrap_targets.csv,06_publication_results_and_docs/,879862,2dea9c61af0062cf5a855190cc8ff1ed6b934d944e72365000fbd66917b1cd8c,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/development/uatp_bootstrap_targets.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/hg_smg/development/uatp_summary.csv,06_publication_results_and_docs/,3988,9e1adc1131129c90ae98b794095db312d33f4599660c8dbe985cd98651f5aa21,true,high,github_and_onedrive,P2,supplementary diagnostic or development artifact,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/development/uatp_summary.csv,true,true,false,false
publications/hg-msa-tc-future-transportation/results/hg_smg/independent_test/ablation_comparison.csv,06_publication_results_and_docs/,3790,590d69cb74c0f9c7311689cc5a4b28ad182e95eec09aec8041f6b5971f6518ca,true,high,github_and_onedrive,P0,compact publication artifact suitable for both GitHub and OneDrive,06_publication_results_and_docs/publications/hg-msa-tc-future-transportation/results/hg_smg/independent_test/ablation_comparison.csv,true,true,false,true
